State,Name,Percentage_of_Adults_Reporting_Poor_Health,Number_of_Poor_Physical_Health_Days_in_Past_30_,Percentage_of_Adult_Smokers,Percentage_of_Obese_Adults,Food_environment_index_0_to_10,Percentage_of_Adults_Reporting_No_Physical_Activity,Access_to_exercise_opportunities,Excessive_drinking_raw,Number_of_primary_care_physicians_per_100k,Ratio_of_population_to_primary_care_physicians,Percentage_of_Medicare_enrollees_that_had_an_annual_flu_vaccination,Children_in_poverty_raw_value,Income_inequality_raw_value,Air_pollution_particulate_matter_raw_value,Life_expectancy_raw_value,Life_expectancy_Black,Life_expectancy_Hispanic,Life_expectancy_White,Diabetes_prevalence_raw_value,HIV_prevalence_raw_value,Uninsured_adults_raw_value,Median_household_income_raw_value,Median_household_income_Black,Median_household_income_Hispanic,Median_household_income_White,Percentage_Non_Hispanic_Black_raw_value,Percentage_American_Indian_and_Alaska_Native_raw_value,Percentage_Asian_raw_value,Percentage_Native_Hawaiian_Other_Pacific_Islander_raw_value,Percentage_Hispanic_raw_value,Percentage_Non_Hispanic_White_raw_value,Percentage_Females_raw_value,Percentage_Males,Percentage_Rural_raw_value,Percentage_Urban
United States,United States,0.171986764,3.752828263,0.170800174,0.29,7.6,0.233,0.841686917,0.189770902,0.000754665,1325.09053,0.46,0.18,4.920017801,8.6,79.08913021,75.49144113,83.73334822,78.81734805,0.103,365.5,0.122475472,61937,,,,0.125019237,0.012677059,0.059084732,0.002443452,0.183000323,0.603808284,0.507503919,0.492496081,0.192690289,0.807309711
Alabama,Alabama,0.220287029,4.918051715,0.209273531,0.355,5.8,0.298,0.611122874,0.139035153,0.000648239,1542.641456,0.41,0.239,5.26113574,11,75.41619415,73.58426643,96.99681806,75.72694379,0.142,309.9,0.140897099,49881,,,,0.264977329,0.007032714,0.014969094,0.00106529,0.044432637,0.654134285,0.516330321,0.483669679,0.409631829,0.590368171
Alabama,Autauga,0.208829873,4.743888867,0.180815572,0.333,7.2,0.347,0.691301241,0.150260313,0.000450418,2220.16,0.41,0.193,5.234597269,11.7,76.87947717,75.04470836,,76.98586956,0.111,219.1,0.111489892,59338,27643,83423,65047,0.193431773,0.004802072,0.012247981,0.001115088,0.02965774,0.74308016,0.51448715,0.48551285,0.420021623,0.579978377
Alabama,Baldwin,0.175091344,4.224519202,0.174890326,0.31,8,0.265,0.73713549,0.179583101,0.000728973,1371.793548,0.44,0.139,4.417766679,10.3,78.45025837,75.72878003,91.83060696,78.36676882,0.107,166.5,0.143485248,57588,31112,43279,59418,0.087839759,0.007723991,0.011503426,0.000669657,0.046467788,0.831113374,0.515383769,0.484616231,0.422790991,0.577209009
Alabama,Barbour,0.295918017,5.430278859,0.219999845,0.417,5.6,0.235,0.531667699,0.128440156,0.000316581,3158.75,0.37,0.439,5.681410019,11.5,75.34193493,73.65737549,,76.93071722,0.176,420.6,0.160858341,34382,23013,30417,47031,0.480326353,0.006591375,0.004541618,0.0018488,0.042763555,0.456412524,0.472167517,0.527832483,0.677896347,0.322103653
Alabama,Bibb,0.194397242,4.591482438,0.191141999,0.376,7.8,0.335,0.162513637,0.155700424,0.000485266,2060.727273,0.38,0.278,4.368580511,11.2,73.57182028,72.88746947,,73.27306594,0.145,196.8,0.13,46064,34000,42708,50769,0.211205357,0.004375,0.002366071,0.001160714,0.02625,0.745892857,0.4678125,0.5321875,0.683526075,0.316473925
Alabama,Blount,0.217452928,4.86080763,0.19208672,0.338,8.4,0.303,0.156344859,0.142305938,0.000224088,4462.538462,0.39,0.18,4.430262332,11.7,74.1458259,,,73.64716974,0.17,99.8,0.170823419,50412,,35495,49872,0.014626556,0.00653527,0.003198479,0.001210235,0.09571231,0.868862379,0.507261411,0.492738589,0.89951502,0.10048498
Alabama,Bullock,0.309991019,5.359159343,0.22894664,0.372,4.3,0.246,0.025013744,0.120941012,0.000291008,3436.333333,0.28,0.683,7.410195994,11.2,73.53089479,71.63246463,,77.07520786,0.237,632.9,0.152409639,29267,21875,,63636,0.695403433,0.008384297,0.001874137,0.007496548,0.079601499,0.212172026,0.454823437,0.545176563,0.513743815,0.486256185
Alabama,Butler,0.279106732,5.400806197,0.21765335,0.433,6.6,0.395,0.485797489,0.118574034,0.000252207,3965,0.35,0.363,5.423595582,10.6,72.9183092,71.45026833,,73.95002996,0.192,311,0.145057653,37365,26260,8558,49094,0.445579268,0.003760163,0.013160569,0.00050813,0.015091463,0.512550813,0.534298781,0.465701219,0.712321574,0.287678426
Alabama,Calhoun,0.231077332,4.88037674,0.206125604,0.385,6.9,0.317,0.477212158,0.138422302,0.000636288,1571.616438,0.38,0.265,5.023896449,11.8,73.03910859,73.1339352,107.3039338,72.59197727,0.175,226.3,0.153886871,45400,28478,36766,51481,0.208502148,0.005399162,0.009643235,0.001102584,0.039106732,0.720249919,0.519465859,0.480534141,0.336968256,0.663031744
Alabama,Chambers,0.239954736,4.941178357,0.193929271,0.401,6.4,0.301,0.618646792,0.127457346,0.00041527,2408.071429,0.42,0.307,4.744932135,11.4,74.29107603,75.98096712,,73.17016045,0.199,387.7,0.152263168,39917,31185,,48000,0.395656701,0.003064108,0.013267886,0.000446229,0.025613565,0.552312956,0.521255392,0.478744608,0.491480345,0.508519655
Alabama,Cherokee,0.206984706,4.775614101,0.174986738,0.35,8.3,0.313,0.334295279,0.141065629,0.000386743,2585.7,0.41,0.247,4.708465031,11.4,73.99883376,,,74.2361225,0.152,116.9,0.139403327,42132,35096,20995,41483,0.042409342,0.006607253,0.003380455,0.000307314,0.016210818,0.916564229,0.504609711,0.495390289,0.85736273,0.14263727
Alabama,Chilton,0.211854629,4.773382296,0.201889791,0.377,8.1,0.332,0.462937928,0.145093746,0.000204235,4896.333333,0.42,0.233,5.107667948,11.2,74.92675055,74.64578089,,74.46916747,0.186,110.2,0.17504684,47547,30828,36355,47778,0.099676126,0.005662129,0.004869431,0.001743936,0.079269812,0.801395149,0.50925192,0.49074808,0.867447242,0.132552758
Alabama,Choctaw,0.248635313,4.93320463,0.187932483,0.413,6.4,0.362,0.289342665,0.116422906,0.00038625,2589,0.34,0.321,5.86009572,10.1,74.05390155,73.25076976,,74.51049694,0.174,231.5,0.141130128,39907,26250,,50106,0.415154583,0.001869013,0.001791138,0,0.010435324,0.563896893,0.527295382,0.472704618,1,0
Alabama,Clarke,0.252350848,5.127337236,0.205796553,0.341,5.4,0.346,0.252700035,0.118690105,0.0005398,1852.538462,0.28,0.317,8.46898263,10.4,74.78745981,72.15641317,,76.91365578,0.224,159.5,0.15315508,40741,22948,,48177,0.443269231,0.005267559,0.004347826,0.00020903,0.013628763,0.525083612,0.526421405,0.473578595,0.759803352,0.240196648
Alabama,Clay,0.237959174,4.958969531,0.196203542,0.406,7.8,0.326,0.637812231,0.132865037,0.000374056,2673.4,0.43,0.258,5.079258606,10.6,75.23715615,72.71798572,,75.30561017,0.135,174.2,0.172184584,39201,29955,30324,45000,0.138305085,0.005423729,0.002410546,0,0.030131827,0.80527307,0.510960452,0.489039548,1,0
Alabama,Cleburne,0.192844078,4.546700394,0.183744658,0.373,8,0.313,0.414841037,0.144629665,0.000268456,3725,0.34,0.229,4.775680077,11,74.76602886,,,74.56033387,0.125,120.3,0.168401357,46495,18693,17614,41973,0.028691533,0.004937613,0.002201908,0.000733969,0.024821512,0.927937546,0.504837526,0.495162474,1,0
Alabama,Coffee,0.194258268,4.420119787,0.174447576,0.342,7.5,0.308,0.537238728,0.151832943,0.000539769,1852.642857,0.37,0.219,4.658772634,10.9,76.71034856,74.76849349,88.26380656,76.55412217,0.161,152.5,0.152867895,55122,37154,62763,58598,0.171877709,0.014101601,0.016355545,0.003968483,0.075805737,0.698549385,0.508351153,0.491648847,0.471950829,0.528049171
Alabama,Colbert,0.209144544,4.608637627,0.186588211,0.306,7.4,0.366,0.557323437,0.146975929,0.000642202,1557.142857,0.45,0.21,4.758200916,10.7,74.6659504,74.08362776,,74.54193512,0.162,99.7,0.121213061,49055,30676,31790,51330,0.1599832,0.006628684,0.005898251,0.000748694,0.026752127,0.783974289,0.52048866,0.47951134,0.438946866,0.561053134
Alabama,Conecuh,0.286087478,5.433752811,0.21107513,0.43,5.6,0.407,0.370199577,0.120427076,0.000400995,2493.8,0.44,0.401,4.452203579,10.3,75.25023311,74.64361439,,75.76974144,0.259,310.4,0.153343746,32613,29031,,36542,0.456626212,0.005131547,0.002117781,0.000325813,0.021503625,0.503054492,0.520974179,0.479025821,0.809495011,0.190504989
Alabama,Coosa,0.249191033,5.089016322,0.203999656,0.403,6.9,0.353,0.064217003,0.126705403,,,0.39,0.301,4.434364223,11,73.81951325,75.47552911,,72.54186028,0.208,146.7,0.155327545,42423,29795,,45639,0.304713019,0.005972935,0.001399907,0.001679888,0.02519832,0.653849743,0.496126925,0.503873075,1,0
Alabama,Covington,0.226688063,4.681940452,0.192494515,0.317,7.6,0.355,0.50234344,0.135003022,0.00051224,1952.210526,0.39,0.295,4.916330704,10.5,73.99450382,72.10470231,,74.06595584,0.153,155.5,0.152915603,40203,20903,29688,45148,0.124425458,0.006921538,0.004650408,0.000108149,0.017493106,0.831882334,0.516141243,0.483858757,0.69651794,0.30348206
Alabama,Crenshaw,0.221469362,4.741456038,0.186469296,0.38,6.2,0.335,0.223500647,0.146170099,0.000144186,6935.5,0.36,0.308,5.490261031,10.7,74.65904212,76.33973996,,73.97698199,0.182,223.5,0.156063618,39057,25313,58839,45254,0.232204861,0.006293403,0.011212384,0.000434028,0.023148148,0.709490741,0.517216435,0.482783565,1,0
Alabama,Cullman,0.217864937,4.681421374,0.179010712,0.369,8.2,0.367,0.416536079,0.148871815,0.000555858,1799.021739,0.41,0.197,4.435584708,11.6,74.53974581,,99.41173474,74.29337992,0.193,78.2,0.162210008,45796,38819,40561,43054,0.012056279,0.006459577,0.006723233,0.000862875,0.044330193,0.918554205,0.505704561,0.494295439,0.732395592,0.267604408
Alabama,Dale,0.23433107,5.02126402,0.200573949,0.372,6.7,0.32,0.463871366,0.145379614,0.00018283,5469.555556,0.41,0.244,5.063099359,11,75.05295351,71.5961698,90.38873417,75.24849641,0.158,244.1,0.124897119,45309,29792,43849,52019,0.204510172,0.00800719,0.014196421,0.002124357,0.066386143,0.683675137,0.50929406,0.49070594,0.508885395,0.491114605
Alabama,Dallas,0.298268978,5.626877975,0.24088991,0.431,4.6,0.269,0.59637152,0.113382565,0.000739513,1352.241379,0.34,0.48,6.058905571,11.1,71.18507134,70.30384611,,73.6178421,0.159,422.2,0.137076759,34035,24396,80409,53185,0.700574263,0.002897416,0.005820935,0.000443748,0.011119812,0.271808927,0.538371183,0.461628817,0.456389776,0.543610224
Alabama,DeKalb,0.259589815,5.267708142,0.210282708,0.292,8.2,0.317,0.450378996,0.124582495,0.000418895,2387.233333,0.4,0.296,4.793618961,11.3,74.45845024,,99.93975682,73.58069793,0.128,88.3,0.228116012,39491,35101,26456,40935,0.014484836,0.020298382,0.005155145,0.006401905,0.148420537,0.801274778,0.50370526,0.49629474,0.901306445,0.098693555
Alabama,Elmore,0.186338628,4.296209677,0.174525019,0.343,7.6,0.264,0.517307038,0.158529002,0.00025711,3889.380952,0.39,0.163,4.382968429,11.9,75.91196924,72.67799463,,76.38612596,0.158,222,0.110024398,60367,40899,45700,64693,0.212146006,0.005190079,0.007095143,0.001160135,0.030126882,0.7299205,0.516589935,0.483410065,0.541883661,0.458116339
Alabama,Escambia,0.260548919,5.219402937,0.224125846,0.394,6.6,0.324,0.481301704,0.129751684,0.000347157,2880.538462,0.35,0.328,5.518155793,10.2,72.90735933,72.29176243,,72.94448047,0.188,222.1,0.189484935,38418,22506,,42240,0.314030696,0.038723196,0.003047785,0.000625884,0.024681615,0.601556547,0.493088059,0.506911941,0.635115739,0.364884261
Alabama,Etowah,0.214838641,4.919021694,0.201473986,0.355,7.1,0.341,0.494943982,0.140305305,0.000807747,1238.012048,0.36,0.288,4.711496399,11.5,73.03473169,71.39839947,92.85644027,73.18921015,0.157,187.3,0.159635006,44903,29107,27276,48352,0.154837514,0.006087746,0.008312114,0.003102409,0.040155706,0.776860714,0.515585214,0.484414786,0.374834818,0.625165182
Alabama,Fayette,0.221993439,4.92753119,0.180015933,0.41,7.9,0.337,0.341627516,0.135185239,0.000971581,1029.25,0.45,0.374,4.930437601,10.6,74.58653626,69.78576919,,75.1719458,0.233,99.5,0.145282819,39254,30353,,39471,0.118541958,0.004685693,0.004381428,0,0.018073389,0.841538368,0.511775087,0.488224913,0.802331651,0.197668349
Alabama,Franklin,0.253680215,5.216587949,0.19250583,0.343,7.9,0.381,0.581472369,0.133736523,0.000444515,2249.642857,0.38,0.301,4.401448328,10.5,74.64628269,,,73.71448364,0.148,53.8,0.198676933,39388,39519,34941,40878,0.038835571,0.015464082,0.003411663,0.002487007,0.177502152,0.761757485,0.495488314,0.504511686,0.703665153,0.296334847
Alabama,Geneva,0.230846693,5.020503153,0.200036033,0.387,7.8,0.368,0.202053005,0.137221396,0.000302789,3302.625,0.46,0.295,4.981861999,10.6,73.79484144,72.43094046,,73.67812883,0.169,151.9,0.181471497,37823,25867,37396,40057,0.093144334,0.010260698,0.003420233,0.000722049,0.04043475,0.836816904,0.511818804,0.488181196,0.896416573,0.103583427
Alabama,Greene,0.339851556,5.934787652,0.246328187,0.355,3.2,0.183,0.062244334,0.09571576,0.000480192,2082.5,0.3,0.44,5.877814891,10.5,74.79660472,74.75408279,,,0.145,378.7,0.146876999,28524,17617,,53608,0.796064618,0.003279485,0.002672173,0,0.01664035,0.175270254,0.527875623,0.472124377,1,0
Alabama,Hale,0.279025703,5.4154381,0.220772913,0.404,6.1,0.278,0.298984772,0.114045981,0.000202539,4937.333333,0.33,0.356,6.362011272,10.8,74.11701861,73.25803003,,75.59598306,0.178,436,0.136797455,34724,23618,,53008,0.578025261,0.002512563,0.002852098,0.000135814,0.013581421,0.397256553,0.524107022,0.475892978,0.891687817,0.108312183
Alabama,Henry,0.214192621,4.696673741,0.184298454,0.363,7.9,0.354,0.253092128,0.138093308,0.000291596,3429.4,0.42,0.272,4.898382392,10.9,76.23234938,72.96594556,,77.31044823,0.166,212,0.153055984,46027,32035,52721,53848,0.258295078,0.004939276,0.003718984,0.000232437,0.026730199,0.693183799,0.51769423,0.48230577,0.877528609,0.122471391
Alabama,Houston,0.202697971,4.66568897,0.192497828,0.381,7.1,0.306,0.665445557,0.135237018,0.000843348,1185.75,0.45,0.219,5.141591486,10.7,75.86663695,72.37960777,95.30555077,76.88337269,0.135,366.5,0.144370495,47993,28002,38819,54264,0.269198449,0.005404786,0.010599492,0.00094536,0.03438628,0.663184431,0.519814366,0.480185634,0.338040513,0.661959487
Alabama,Jackson,0.232447618,5.032927396,0.199589209,0.387,7.9,0.291,0.471903357,0.134920163,0.000539406,1853.892857,0.42,0.268,5.040583263,11,73.80725219,73.26731833,,73.32483076,0.165,74.3,0.164904725,41929,29000,,40172,0.034134838,0.016816144,0.005856657,0.001101747,0.02953456,0.890675738,0.509239215,0.490760785,0.770173033,0.229826967
Alabama,Jefferson,0.196963021,4.410889766,0.176220453,0.346,6.3,0.301,0.7862775,0.146886435,0.001075551,929.7559944,0.44,0.226,5.340298508,13.4,74.67116264,72.88901943,96.84748393,75.83128011,0.129,621.1,0.126959968,55013,36475,42726,68571,0.431260428,0.00286971,0.017709692,0.000570302,0.039808888,0.496998332,0.527391173,0.472608827,0.098337652,0.901662348
Alabama,Lamar,0.24255311,5.210485954,0.20430552,0.357,7.8,0.365,0.103131008,0.129666905,,,0.4,0.253,5.049253831,10.3,74.3449866,,,74.3599224,0.188,134.9,0.14497571,40936,19359,,40542,0.103943947,0.002889338,0.001011268,0.000144467,0.016902629,0.859722624,0.511196186,0.488803814,1,0
Alabama,Lauderdale,0.201258334,4.668641982,0.166560043,0.325,7.6,0.285,0.654920234,0.137467554,0.0005079,1968.893617,0.49,0.179,4.523242916,11,76.16952605,71.73309874,96.74480754,76.39282647,0.138,91.9,0.140703058,48707,29756,31471,48392,0.098931668,0.004513622,0.007663416,0.00056285,0.028618745,0.846049769,0.520203059,0.479796941,0.492951062,0.507048938
Alabama,Lawrence,0.218338031,4.88277199,0.201876462,0.326,8,0.364,0.48985119,0.143314551,0.000151291,6609.8,0.4,0.314,4.901549018,11.3,73.81540359,72.91854459,,72.96806714,0.193,81.8,0.174546371,43909,30732,45720,45020,0.108322966,0.058045332,0.002336378,0.000212398,0.022271445,0.763843797,0.513092818,0.486907182,0.912897871,0.087102129
Alabama,Lee,0.214639078,4.490927657,0.175601404,0.299,6.4,0.213,0.677490428,0.157476032,0.000525977,1901.223529,0.42,0.193,6.336576709,12.1,78.22598028,74.61370429,98.733506,79.07923994,0.09,197.7,0.127768885,48937,30862,44138,56733,0.227770966,0.003726951,0.041941918,0.000902764,0.037598892,0.674761042,0.508121824,0.491878176,0.27409499,0.72590501
Alabama,Limestone,0.201140456,4.519329683,0.181733566,0.339,8.1,0.293,0.609673601,0.149633832,0.000338976,2950.0625,0.46,0.158,5.127206694,11.8,77.70135529,77.40514131,100.3031598,77.37031397,0.138,129.5,0.140520328,64863,45192,34747,59454,0.134932518,0.008266267,0.015960655,0.001923597,0.06145112,0.761141265,0.49928255,0.50071745,0.576091421,0.423908579
Alabama,Lowndes,0.303559106,5.486274035,0.226159112,0.469,4.6,0.337,0.048676874,0.103537299,9.92E-05,10076,0.32,0.396,6.478165013,10.9,71.15970302,69.89686037,,73.42357294,0.139,606.4,0.138193505,33973,23493,,62875,0.719370363,0.003709645,0.00441147,0.000401043,0.017345097,0.251353519,0.531782635,0.468217365,1,0
Alabama,Macon,0.298633381,5.412811684,0.214146964,0.496,4,0.323,0.313397352,0.107350451,0.000373234,2679.285714,0.33,0.397,6.751067503,11.7,73.16182193,72.25617105,,75.90116862,0.23,496.6,0.130759531,32495,29201,,44388,0.800477249,0.002657411,0.006074082,0.000162699,0.018276479,0.161397039,0.545365801,0.454634199,0.555472683,0.444527317
Alabama,Madison,0.192578253,4.365622504,0.168201727,0.329,7.5,0.22,0.693134336,0.155802588,0.000883544,1131.805643,0.45,0.169,5.240480881,11.6,77.40538974,76.29851424,88.22711932,77.05755429,0.135,236.6,0.118332375,63755,39512,41331,74056,0.244369323,0.008097807,0.026778966,0.001151373,0.050687686,0.645958327,0.511419599,0.488580401,0.164415148,0.835584852
Alabama,Marengo,0.262417374,5.285484211,0.213560004,0.422,5.5,0.324,0.429352737,0.118698027,0.00036129,2767.857143,0.33,0.345,7.483942951,10.6,73.18504344,72.29429588,,75.73624916,0.176,195.6,0.125584743,37733,22865,91161,55027,0.510752124,0.002412672,0.003042064,0.001835729,0.025805098,0.4487045,0.531469632,0.468530368,0.693156418,0.306843582
Alabama,Marion,0.222565047,4.912018071,0.190602036,0.368,7.9,0.313,0.470334027,0.140349001,0.000335199,2983.3,0.39,0.274,4.78808713,10.5,74.46923681,,,74.21600468,0.204,113.5,0.144759425,37887,31406,44458,35952,0.037832208,0.004233444,0.00325908,0.000638377,0.025736653,0.918254208,0.506568558,0.493431442,0.888549519,0.111450481
Alabama,Marshall,0.223946531,4.965234306,0.210178535,0.344,8,0.362,0.544189897,0.141965608,0.000554695,1802.792453,0.43,0.279,4.917149099,11.8,74.35386014,72.98568416,105.0092091,73.78707444,0.118,115.4,0.207977208,46233,40220,30431,44560,0.02403521,0.011216431,0.007335421,0.002715667,0.143254014,0.804367957,0.505748681,0.494251319,0.53268687,0.46731313
Alabama,Mobile,0.223990914,4.527724336,0.193699692,0.363,6.4,0.306,0.702175829,0.151932981,0.000671571,1489.046763,0.41,0.314,5.271608361,10.8,75.0935599,73.0989255,93.43924041,75.83485115,0.14,510.8,0.152482831,43598,30098,42843,58079,0.357456188,0.009389569,0.020659469,0.000432621,0.030568667,0.56721699,0.523689025,0.476310975,0.200202425,0.799797575
Alabama,Monroe,0.300161959,5.673768195,0.23257539,0.418,5,0.337,0.515432634,0.112303331,0.000375111,2665.875,0.37,0.316,8.40203675,10.4,74.13195162,71.86136382,,76.02886631,0.184,213.7,0.163245515,39556,16778,15156,46593,0.409645417,0.013433332,0.004699293,0.000427208,0.016138985,0.539564247,0.525086628,0.474913372,0.790445639,0.209554361
Alabama,Montgomery,0.238750862,5.039619345,0.196831529,0.377,5.5,0.287,0.737847866,0.138510067,0.000975089,1025.547511,0.38,0.313,5.488204456,11.9,76.12818958,74.51897672,104.1738012,77.94325755,0.139,749.8,0.143373166,49640,36806,39387,68120,0.585454658,0.003366362,0.03190514,0.000952326,0.035156337,0.332884485,0.528168921,0.471831079,0.104912301,0.895087699
Alabama,Morgan,0.205542823,4.557816378,0.188557062,0.324,7.9,0.266,0.592292242,0.135503695,0.000488142,2048.586207,0.44,0.201,4.595366869,11.6,75.53649746,73.34348912,107.9864178,75.22788561,0.127,140.7,0.148725616,52797,30435,38168,53372,0.126594396,0.011008573,0.00701996,0.001528269,0.084533416,0.753352535,0.507242483,0.492757517,0.385973722,0.614026278
Alabama,Perry,0.354290541,6.403329096,0.260030886,0.434,4.9,0.346,0.52724011,0.096865673,0.000321234,3113,0.23,0.528,4.714705594,10.7,72.2540907,70.00767113,,76.80118706,0.158,272.4,0.150548768,26814,20262,,24545,0.675273523,0.002625821,0.006017506,0.000437637,0.014442013,0.295514223,0.531619256,0.468380744,1,0
Alabama,Pickens,0.265932648,5.211549071,0.21199123,0.349,7.1,0.255,0.058847362,0.123290133,0.000396511,2522,0.46,0.308,5.82206738,10.5,76.01519064,75.41987096,,76.08822771,0.15,280.7,0.146149574,37586,22405,,55632,0.398234527,0.002407463,0.003360417,0.003360417,0.047547397,0.538669877,0.501053265,0.498946735,1,0
Alabama,Pike,0.245541632,5.088885958,0.206046562,0.362,6.2,0.278,0.514179762,0.150095128,0.000480957,2079.1875,0.38,0.306,6.953474775,11,75.44015866,72.97599129,,76.5328024,0.123,356.5,0.15981552,37259,21162,,48480,0.373147759,0.007079009,0.021297018,0.000899874,0.024056632,0.557921891,0.517127602,0.482872398,0.516793824,0.483206176
Alabama,Randolph,0.213892945,4.761789378,0.189983575,0.374,7.2,0.342,0.406668703,0.140068235,0.000308778,3238.571429,0.33,0.314,5.090426591,11,74.65708874,73.0910468,,74.92517523,0.165,57.5,0.167901235,40546,31885,,45261,0.193619362,0.004708471,0.003916392,0.001144114,0.029086909,0.753355336,0.513487349,0.486512651,0.813424693,0.186575307
Alabama,Russell,0.254631488,5.024273935,0.217913198,0.451,6.6,0.315,0.643492549,0.132876459,0.00026295,3803,0.4,0.316,5.198554823,12.1,73.48211671,73.60391755,80.58423688,73.1247951,0.19,417,0.148866288,39104,35088,42481,44474,0.44756927,0.006213115,0.008774511,0.00280369,0.05616033,0.45983974,0.519824856,0.480175144,0.354089939,0.645910061
Alabama,St. Clair,0.192725713,4.53789553,0.183353013,0.366,8.4,0.307,0.42332492,0.151483442,0.00017007,5879.933333,0.39,0.15,4.215113307,12,74.95095495,76.05262319,,74.55257492,0.138,142.3,0.129207921,57284,43634,51319,56223,0.093257414,0.003596798,0.00890743,0.00075544,0.025076108,0.856015334,0.503585523,0.496414477,0.727967653,0.272032347
Alabama,Shelby,0.1648944,3.979322809,0.155611575,0.35,8.6,0.25,0.836983879,0.170496551,0.000805225,1241.889535,0.44,0.089,4.180078388,12,80.48575011,78.44710607,108.5343431,80.3929491,0.105,155.4,0.099107638,75663,61900,48652,78109,0.128910977,0.003945166,0.022581557,0.00057949,0.05778672,0.775310954,0.516612813,0.483387187,0.229448702,0.770551298
Alabama,Sumter,0.336330161,5.869336911,0.22491915,0.428,4.6,0.376,0.363220228,0.107197379,0.000551746,1812.428571,0.28,0.481,7.560845305,10.4,73.80672066,71.68640095,,78.7259669,0.205,323.2,0.14001657,27859,19530,,61389,0.714128122,0.001339532,0.020171775,0.000315184,0.011504216,0.245528327,0.542825625,0.457174375,1,0
Alabama,Talladega,0.231971243,4.820209004,0.231598623,0.388,7,0.349,0.480210473,0.139320334,0.000312246,3202.6,0.34,0.264,5.008697753,11.5,73.13246058,72.52971719,92.18809016,73.03668706,0.163,268,0.131245579,41630,28110,,49074,0.325675202,0.00408378,0.00657664,0.000275593,0.023588215,0.624968683,0.516710929,0.483289071,0.558153383,0.441846617
Alabama,Tallapoosa,0.228473068,4.777743193,0.181800672,0.36,7.2,0.3,0.688052672,0.131824481,0.00049163,2034.05,0.43,0.307,5.555796316,11.4,74.53086945,71.32943777,,75.56229483,0.159,188.3,0.150748183,42205,23161,,52985,0.267797615,0.004271921,0.00619799,0.000592637,0.023507914,0.687804035,0.51522335,0.48477665,0.742262591,0.257737409
Alabama,Tuscaloosa,0.2026233,4.504062883,0.178726324,0.346,7.1,0.3,0.756606526,0.160519881,0.00072181,1385.406667,0.44,0.209,5.017339356,11.3,76.26014772,74.60253553,109.3615702,76.82737755,0.119,246.9,0.117272621,52557,36006,38601,63524,0.318446611,0.003345922,0.016246153,0.000660568,0.038844293,0.612203283,0.518507881,0.481492119,0.255080758,0.744919242
Alabama,Walker,0.243717189,5.209901213,0.226809846,0.396,7.5,0.357,0.439849007,0.138363031,0.000405882,2463.769231,0.4,0.247,5.050161717,11.6,70.31074086,68.20168718,,70.1908494,0.142,143.6,0.149849802,45434,23750,33372,43859,0.060633172,0.005572036,0.006058608,0.001083016,0.025647063,0.889234198,0.512799987,0.487200013,0.740879996,0.259120004
Alabama,Washington,0.230408588,4.996434068,0.207900921,0.329,7.2,0.341,0.182867869,0.139897823,0.000181477,5510.333333,0.28,0.258,5.049040775,10.1,74.31887446,72.86327835,,75.64116278,0.166,85.1,0.175456598,44424,27972,,45506,0.233300769,0.078581023,0.009036512,0.001099035,0.015813897,0.65117841,0.508181707,0.491818293,1,0
Alabama,Wilcox,0.294418661,5.454238218,0.220666302,0.477,2.5,0.368,0.057412168,0.109988965,0.000373169,2679.75,0.23,0.506,5.762843994,10.4,73.19123549,71.5860051,,76.02158634,0.199,275,0.136695421,25385,23522,,43304,0.707349205,0.002258398,0.002352498,0.0001882,0.01411499,0.266491014,0.524230733,0.475769267,1,0
Alabama,Winston,0.214314198,4.820298169,0.196479681,0.378,8,0.322,0.763723248,0.135600394,0.00042155,2372.2,0.4,0.276,4.353599446,11,74.83125405,,,74.42652259,0.195,53.7,0.160411799,41156,,,39661,0.0079459,0.008706678,0.003677092,0.002028741,0.031952663,0.936939983,0.50739645,0.49260355,0.848921745,0.151078255
Alaska,Alaska,0.180801761,4.032359091,0.210078537,0.325,6.3,0.2,1,0.212939379,0.000909712,1099.249629,0.35,0.145,4.10913408,,78.7721508,79.3870544,85.66776466,80.34153686,0.079,114.3,0.171006231,74912,,,,0.033712665,0.153932941,0.066480165,0.013860148,0.07226099,0.602641849,0.478501244,0.521498756,0.339802121,0.660197879
Alaska,Aleutians East,0.168345209,3.41331764,0.166468109,0.505,5.3,0.3,1,0.166257961,,,,0.125,4.242061135,,91.14716056,,,,0.126,,0.291561939,70081,,54750,87679,0.104125178,0.196870555,0.433570413,0.011948791,0.147083926,0.085917496,0.324608819,0.675391181,1,0
Alaska,Aleutians West,0.151726265,3.011439277,0.151428234,0.443,7.6,0.301,1,0.19197816,0.000347042,2881.5,,0.081,3.013788768,,84.65844406,,,,0.098,,0.208618785,82633,55833,86250,107250,0.06482614,0.1177704,0.412196401,0.023589027,0.138214223,0.23204613,0.344749257,0.655250743,1,0
Alaska,Anchorage,0.149911071,3.503084771,0.15041432,0.318,8,0.176,1,0.214687602,0.001104105,905.7107692,0.38,0.121,3.837479855,,79.31356057,76.77112325,83.45888098,80.64981022,0.078,,0.14687388,82113,56477,66442,95107,0.054480034,0.088719138,0.100906228,0.026847272,0.092979303,0.573163704,0.491030329,0.508969671,0.041171794,0.958828206
